slug,name,brand,category,price,specs,features,description,ideal_for,efficiency,img,pop,best,visible
hisense-aire-acondicionado-conductos-adt35ux4rsbl4,Hisense Aire Acondicionado Conductos ADT35UX4RSBL4,Hisense,aires,,Recomendado para estancias: 70 | Eficiencia energetica: A++,,"Hisense Aire Acondicionado Conductos ADT35UX4RSBL4: Ideal para climatizar espacios de hasta 32 m², este sistema eficiente y silencioso garantiza confort durante todo el año. Su diseño innovador y tecnología avanzada lo convierten en una opción destacada para el hogar. Potencia Frigorífica: 3027 frigorías en frío, 3268 en calor Clase Energética: A++/A+ Nivel Sonoro: 34 dB",,,productos/hisense-aire-acondicionado-conductos-adt35ux4rsbl4.jpg,190,false,false
multisplit-3x1-samsung-aj068txj3kg-f-ar09nxt-f-ar09nxt-f-ar12nxt-serie-windfree,Multisplit 3×1 Samsung AJ068TXJ3KG + F-AR09NXT + F-AR09NXT + F-AR12NXT Serie Windfree,Samsung,aires,2015,Recomendado para estancias: 20+2 | Eficiencia energetica: A++,,"Optimiza tu confort con el Multisplit 3x1 Samsung AJ068TXJ3KG + F-AR09NXT + F-AR09NXT + F-AR12NXT Serie Windfree. Este sistema de aire acondicionado ofrece una climatización eficiente y silenciosa, ideal para diferentes espacios de tu hogar, con tecnología avanzada y control inteligente. Potencia en frío: 6,8 kW Unidades interiores: 2x AR09 (2200 frigorías) para hasta 22 m², 1x AR12 (3000 frigorías) para hasta 32 m² Control inteligente: WiFi y Bixby",,,productos/multisplit-3x1-samsung-aj068txj3kg-f-ar09nxt-f-ar09nxt-f-ar12nxt-serie-windfree.jpg,191,false,false
multisplit-3x1-samsung-aj052txj3kg-f-ar09nxt-f-ar09nxt-f-ar12nxt-serie-windfree,Multisplit 3×1 Samsung AJ052TXJ3KG + F-AR09NXT + F-AR09NXT + F-AR12NXT Serie Windfree,Samsung,aires,1805,Recomendado para estancias: 22+22+32 | Eficiencia energetica: A++,,"Optimiza tu confort con el Multisplit 3x1 Samsung Serie Windfree, un sistema de aire acondicionado que combina eficiencia y tecnología avanzada. Ideal para climatizar múltiples estancias, este equipo garantiza un ambiente fresco y cómodo en todo momento. Potencia Frigorífica Total: 5,2 kW Unidades Interiores: 2x AR09 (2200 frigorías) para hasta 22 m² cada una, 1x AR12 (3000 frigorías) para hasta 32 m² Control Inteligente: Wifi y Bixby integrados",,,productos/multisplit-3x1-samsung-aj052txj3kg-f-ar09nxt-f-ar09nxt-f-ar12nxt-serie-windfree.jpg,192,false,false
multisplit-3x1-samsung-aj068txj3kg-f-ar09cbu-f-ar12cbu-f-ar12cbu-serie-cebu,Multisplit 3×1 Samsung AJ068TXJ3KG + F-AR09CBU + F-AR12CBU + F-AR12CBU Serie Cebú,Samsung,aires,1970,Recomendado para estancias: 20+20+20 | Eficiencia energetica: A++,,"Multisplit 3x1 Samsung AJ068TXJ3KG Serie Cebú: Ideal para climatizar múltiples estancias, este sistema ofrece eficiencia y control inteligente. Con tecnología inverter y conectividad WiFi, garantiza un ambiente confortable y personalizado. Potencia de Refrigeración: 5.848 kcal/h Potencia de Calefacción: 6.880 kcal/h Control Inteligente: WiFi y Bixby",,,productos/multisplit-3x1-samsung-aj068txj3kg-f-ar09cbu-f-ar12cbu-f-ar12cbu-serie-cebu.jpg,193,false,false
multisplit-3x1-samsung-aj068txj3kg-f-ar09cbu-f-ar09cbu-f-ar12cbu-serie-cebu,Multisplit 3×1 Samsung AJ068TXJ3KG + F-AR09CBU + F-AR09CBU + F-AR12CBU Serie Cebú,Samsung,aires,1950,Eficiencia energetica: A++,,El Multisplit 3x1 Samsung AJ068TXJ3KG + F-AR09CBU + F-AR09CBU + F-AR12CBU Serie Cebú es la solución ideal para climatizar múltiples espacios con eficiencia y tecnología avanzada. Este sistema ofrece un control preciso de la temperatura y conectividad inteligente para un confort óptimo. Potencia de Refrigeración: 5.848 kcal/h Potencia de Calefacción: 6.880 kcal/h Control Inteligente: Compatible con Bixby y WiFi,,,productos/multisplit-3x1-samsung-aj068txj3kg-f-ar09cbu-f-ar09cbu-f-ar12cbu-serie-cebu.jpg,194,false,false
multisplit-3x1-samsung-aj052txj3kg-f-ar09cbu-f-ar09cbu-f-ar12cbu-serie-cebu,Multisplit 3×1 Samsung AJ052TXJ3KG + F-AR09CBU + F-AR09CBU + F-AR12CBU Serie Cebú,Samsung,aires,1740,Eficiencia energetica: A++,,"Optimiza tu confort con el Multisplit 3x1 Samsung Serie Cebú. Este sistema de aire acondicionado ofrece una solución eficiente y versátil para climatizar múltiples espacios en tu hogar, garantizando un ambiente agradable durante todo el año. Potencia Total: 5,2 kW en frío Unidades Interiores: 2x AR09 (2200 frigorías) para hasta 22 m², 1x AR12 para hasta 32 m² Conectividad: Control WiFi y compatibilidad con Bixby",,,productos/multisplit-3x1-samsung-aj052txj3kg-f-ar09cbu-f-ar09cbu-f-ar12cbu-serie-cebu.jpg,195,false,false
multisplit-3x1-samsung-aj052txj3kg-f-ar09cbu-f-ar09cbu-f-ar09cbu-serie-cebu,Multisplit 3×1 Samsung AJ052TXJ3KG + F-AR09CBU + F-AR09CBU + F-AR09CBU Serie Cebú,Samsung,aires,1725,Recomendado para estancias: 20+20+30 | Eficiencia energetica: A++,,"El Multisplit 3x1 Samsung AJ052TXJ3KG Serie Cebú es la solución ideal para climatizar múltiples espacios con eficiencia y comodidad. Equipado con un potente compresor BLDC Twin Rotativo, este sistema ofrece un rendimiento óptimo en cualquier estación del año. Potencia Frigorífica: 5,2 kW Frigorías por Unidad: 2200 Área de Cobertura: Hasta 22 m² por unidad Control Inteligente: Wifi y Bixby",,,productos/multisplit-3x1-samsung-aj052txj3kg-f-ar09cbu-f-ar09cbu-f-ar09cbu-serie-cebu.jpg,196,false,false
multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09nxt-f-ar09nxt-windfree,Multisplit 2×1 Samsung AJ040TXJ2KG/EU + F-AR09NXT + F-AR09NXT Windfree,Samsung,aires,1310,Recomendado para estancias: 20+20+20 | Eficiencia energetica: A++,,"Optimiza tu confort con el aire acondicionado Samsung WindFree Comfort Kit 2x1. Este sistema multisplit ofrece una climatización eficiente y silenciosa, ideal para estancias de hasta 22 m². Disfruta de un ambiente perfecto con control inteligente y tecnología avanzada. Potencia Frigorífica: 4 kW Frigorías por Unidad: 2200 Control Inteligente: Wifi y Bixby",,,productos/multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09nxt-f-ar09nxt-windfree.jpg,197,false,false
multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09nxt-f-ar12nxt-windfree,Multisplit 2×1 Samsung AJ040TXJ2KG/EU + F-AR09NXT + F-AR12NXT Windfree,Samsung,aires,1325,Eficiencia energetica: A++,,"Optimiza tu confort con el Multisplit 2x1 Samsung AJ040TXJ2KG/EU + F-AR09NXT + F-AR12NXT Windfree, un sistema de climatización avanzado que combina eficiencia energética y tecnología de vanguardia para ofrecer un ambiente ideal en tu hogar. Potencia Frigorífica: 4 kW Frigorías Unidad AR09: 2200, ideal para estancias de hasta 22 m² Frigorías Unidad AR12: 3010, perfecta para áreas de hasta 32 m² Conectividad: Control Wifi y Controlador por Voz Bixby Compresor: BLDC Twin Rotativo para mayor eficiencia",,,productos/multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09nxt-f-ar12nxt-windfree.jpg,198,false,false
multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09cbu-f-ar12cbu-serie-cebu,Multisplit 2×1 Samsung AJ040TXJ2KG/EU + F-AR09CBU + F-AR12CBU Serie Cebú,Samsung,aires,1285,Recomendado para estancias: 22+32 | Eficiencia energetica: A++,,"Optimiza tu confort con el Multisplit 2x1 Samsung Serie Cebú. Este sistema de climatización combina eficiencia y tecnología avanzada para mantener tu hogar a la temperatura ideal. Perfecto para salones y habitaciones, ofrece un control preciso y conectividad inteligente. Potencia Frigorífica: 2150 + 3010 Frigorías/h Sistema Inverter: Bomba de calor integrada Control Inteligente: WIFI incluido",,,productos/multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09cbu-f-ar12cbu-serie-cebu.jpg,199,false,false
multisplit-2x1-samsung-aj050txj2kg-eu-f-ar09cbu-f-ar12cbu-serie-cebu,Multisplit 2×1 Samsung AJ050TXJ2KG/EU + F-AR09CBU + F-AR12CBU Serie Cebú,Samsung,aires,1400,Recomendado para estancias: 20+30 | Eficiencia energetica: A++,,"Optimiza tu confort con el Multisplit 2x1 Samsung Serie Cebú, diseñado para climatizar eficientemente tu hogar. Este sistema incluye dos unidades interiores, AR09 y AR12, ideales para estancias de 22m² y 30m², respectivamente, y una potente unidad exterior de 5kW. Potencia Frigorífica: 2150 + 3010 Frigorías/h Sistema Inverter: Bomba de calor eficiente Conectividad: Control WIFI integrado",,,productos/multisplit-2x1-samsung-aj050txj2kg-eu-f-ar09cbu-f-ar12cbu-serie-cebu.jpg,200,false,false
multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09cbu-f-ar09cbu-serie-cebu,Multisplit 2×1 Samsung AJ040TXJ2KG/EU + F-AR09CBU + F-AR09CBU Serie Cebú,Samsung,aires,1285,Recomendado para estancias: 22+30 | Eficiencia energetica: A++,,"Optimiza tu confort con el aire acondicionado multisplit 2x1 Samsung Serie Cebú. Este sistema avanzado es perfecto para climatizar dos habitaciones grandes o un salón y una habitación, garantizando un ambiente fresco y agradable en cada espacio. Potencia Frigorífica: 2.150 + 2.150 frigorías/h Sistema Inverter: Bomba de calor eficiente Control Inteligente: WIFI integrado",,,productos/multisplit-2x1-samsung-aj040txj2kg-eu-f-ar09cbu-f-ar09cbu-serie-cebu.jpg,201,false,false
samsung-f-ar024art-ar-35-silver,Samsung F-AR024ART AR-35 Silver,Samsung,aires,1035,Recomendado para estancias: 40 | Eficiencia energetica: A++,,"El Samsung F-AR024ART AR-35 Silver es un aire acondicionado de alta eficiencia diseñado para ofrecer confort y ahorro energético. Con su tecnología avanzada, garantiza un ambiente fresco y saludable, ideal para cualquier hogar. Potencia: 7 kW Refrigerante: Gas R32 Función Good Sleep: Optimiza el sueño",,,productos/samsung-f-ar024art-ar-35-silver.jpg,202,false,false
samsung-deluxe-f-ac120rxn,Samsung Deluxe F-AC120RXN,Samsung,aires,2145,Eficiencia energetica: A++,,"El Samsung Deluxe F-AC120RXN es un aire acondicionado de conductos que combina diseño ultracompacto y versatilidad, ideal para cualquier espacio. Su unidad interior, accesible desde tres direcciones, facilita el mantenimiento, asegurando un rendimiento óptimo y prolongado. Clase Energética: A++ Frigorías: 3000 Refrigerante: R32",,,productos/samsung-deluxe-f-ac120rxn.jpg,203,false,false
samsung-deluxe-f-ac100rxn,Samsung Deluxe F-AC100RXN,Samsung,aires,1810,Eficiencia energetica: A++,,"El Samsung Deluxe F-AC100RXN es un aire acondicionado de conductos que destaca por su diseño ultracompacto, permitiendo su instalación en cualquier espacio. Su unidad interior es accesible desde tres direcciones, facilitando el mantenimiento y asegurando un rendimiento óptimo en todo momento. Clase Energética: A++ Capacidad de Refrigeración: 10.0 kW Gas Refrigerante: R32",,,productos/samsung-deluxe-f-ac100rxn.jpg,204,false,false
samsung-deluxe-f-ac071rxn,Samsung Deluxe F-AC071RXN,Samsung,aires,1485,Eficiencia energetica: A++,,"El Samsung Deluxe F-AC071RXN es un aire acondicionado de conductos que destaca por su diseño ultracompacto, permitiendo su instalación en cualquier espacio. Su unidad interior es accesible desde tres direcciones, facilitando el mantenimiento y asegurando un rendimiento óptimo en todo momento. Clase Energética: A++ Frigorías: 6000 Refrigerante: R32",,,productos/samsung-deluxe-f-ac071rxn.jpg,205,false,false
samsung-deluxe-f-ac052rxn,Samsung Deluxe F-AC052RXN,Samsung,aires,1295,Recomendado para estancias: 70 | Eficiencia energetica: A++,,"El Samsung Deluxe F-AC052RXN redefine la climatización con su diseño ultracompacto y versatilidad de instalación. Su innovadora estructura permite un acceso fácil desde tres direcciones, simplificando el mantenimiento y asegurando un rendimiento óptimo en cualquier espacio. Clase Energética: A++ Capacidad de Refrigeración: 5,2 kW Gas Refrigerante: R32",,,productos/samsung-deluxe-f-ac052rxn.jpg,206,false,false
samsung-cebu-f-ar24cbu,Samsung Cebú F-AR24CBU,Samsung,aires,1220,Eficiencia energetica: A++,,"El Samsung Cebú F-AR24CBU redefine la climatización con su avanzada tecnología y eficiencia energética. Diseñado para ofrecer un confort óptimo, este aire acondicionado combina potencia y sostenibilidad, asegurando un ambiente agradable en cualquier espacio. Potencia: 6.5 kW Refrigerante: Gas R32 Sistema Inteligente: IA Auto Confort",,,productos/samsung-cebu-f-ar24cbu.jpg,207,false,false
samsung-cebu-f-ar18cbu,Samsung Cebú F-AR18CBU,Samsung,aires,945,Eficiencia energetica: A++,,El Samsung Cebú F-AR18CBU es un aire acondicionado de última generación que combina eficiencia energética y tecnología avanzada para ofrecer un confort óptimo. Su diseño innovador y su sistema de IA Auto Confort garantizan un ambiente agradable y personalizado en cualquier espacio. Potencia: 5 kW Refrigerante: Gas R32 Función destacada: IA Auto Confort,,,productos/samsung-cebu-f-ar18cbu.jpg,208,false,false
samsung-cebu-f-ar12cbu,Samsung Cebú F-AR12CBU,Samsung,aires,645,Recomendado para estancias: 20+20+20+20 | Eficiencia energetica: A++,,"El Samsung Cebú F-AR12CBU es un aire acondicionado de última generación que combina eficiencia energética y tecnología avanzada para ofrecer un confort óptimo. Su diseño elegante y funcional se adapta a cualquier espacio, garantizando un ambiente fresco y agradable. Potencia: 3.5 kW Refrigerante: Gas R32 Sistema Inteligente: IA Auto Confort",,,productos/samsung-cebu-f-ar12cbu.jpg,209,false,false
samsung-cebu-f-ar09cbu,Samsung Cebú F-AR09CBU,Samsung,aires,635,Recomendado para estancias: 35 | Eficiencia energetica: A++,,"El Samsung Cebú F-AR09CBU es un aire acondicionado eficiente y moderno, diseñado para ofrecer confort y ahorro energético. Con su avanzada tecnología IA Auto Confort, ajusta automáticamente la temperatura para maximizar el bienestar en tu hogar. Potencia Frigorífica: 2,5 kW Refrigerante Ecológico: Gas R32 Optimización Energética: Sistema de ahorro de energía",,,productos/samsung-cebu-f-ar09cbu.jpg,210,false,false
samsung-f-ar018art-ar-35-silver,Samsung F-AR018ART AR-35 Silver,Samsung,aires,900,Recomendado para estancias: 20+20 | Eficiencia energetica: A++,,"El Samsung F-AR018ART AR-35 Silver es un aire acondicionado de última generación que combina eficiencia energética y confort. Con su diseño elegante y tecnología avanzada, garantiza un ambiente fresco y agradable en cualquier espacio. Potencia: 5.2 kW Refrigerante: Gas R32 Función Good Sleep: Optimiza la temperatura para un descanso reparador",,,productos/samsung-f-ar018art-ar-35-silver.jpg,211,false,false
samsung-f-ar012art-ar-35-silver,Samsung F-AR012ART AR-35 Silver,Samsung,aires,485,Eficiencia energetica: A++,,"El Samsung F-AR012ART AR-35 Silver es la solución ideal para mantener tu hogar fresco y confortable. Con un diseño elegante y tecnología avanzada, este aire acondicionado garantiza un ambiente perfecto mientras ahorra energía. Potencia: 3.5 kW, ideal para espacios de 25-30 m² Refrigerante: Gas R32, más ecológico y eficiente Función Good Sleep: Optimiza la temperatura para un descanso reparador",,,productos/samsung-f-ar012art-ar-35-silver.jpg,212,false,false
samsung-f-ar09art-ar-35-silver,Samsung F-AR09ART AR-35 Silver,Samsung,aires,450,Recomendado para estancias: 25-30 | Eficiencia energetica: A++,,"El Samsung F-AR09ART AR-35 Silver es un aire acondicionado eficiente y moderno, ideal para mantener tu hogar fresco y confortable. Diseñado para espacios de hasta 20 metros cuadrados, combina tecnología avanzada con un diseño elegante. Potencia Frigorífica: 2,6 kW Refrigerante Ecológico: Gas R32 Función Good Sleep: Optimiza el sueño y ahorra energía",,,productos/samsung-f-ar09art-ar-35-silver.jpg,213,false,false
aire-acondicionado-por-conductos-mitsubishi-mgpez60vjapar41maa,Aire Acondicionado por Conductos Mitsubishi MGPEZ60VJA+PAR41MAA,Mitsubishi,aires,2080,Recomendado para estancias: 50 | Eficiencia energetica: A++,,"Optimiza tu confort con el Aire Acondicionado por Conductos Mitsubishi MGPEZ60VJA+PAR41MAA, diseñado para ofrecer un rendimiento superior y eficiencia energética en tu hogar. Disfruta de un ambiente silencioso y fresco con tecnología avanzada. Eficiencia Energética: A+/A Ahorro Energético: 30% Refrigerante: R32",,,productos/aire-acondicionado-por-conductos-mitsubishi-mgpez60vjapar41maa.jpg,214,false,false
caldera-bosch-condens-5300i-wt,Caldera Bosch Condens 5300i WT,Junkers (grupo Bosch),calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La Caldera Bosch Condens 5300i WT redefine el confort en el hogar con su innovador sistema de condensación, garantizando agua caliente al instante y eficiencia energética superior. Capacidad de acumulación: Depósito de 48 litros en acero inoxidable Caudal específico: 16,8 l/min a 30 &ordm;C, ideal para dos duchas simultáneas Conectividad avanzada: Integración WiFi para un control inteligente",,,productos/caldera-bosch-condens-5300i-wt.jpg,215,false,false
caldera-bosch-condens-6000-w-25-36,Caldera Bosch Condens 6000 W 25/36,Junkers (grupo Bosch),calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La Caldera Bosch Condens 6000 W 25/36 es la elección ideal para hogares que buscan eficiencia y confort, proporcionando calefacción potente y agua caliente al instante. Potencia eficiente: 25 kW para calefacción, 36 kW para ACS Rendimiento superior: Hasta 94% en calefacción Tecnología avanzada: Bosch Heatronic 4 con gestión climática",,,productos/caldera-bosch-condens-6000-w-25-36.jpg,216,false,false
caldera-bosch-condens-6000-w-30-32,Caldera Bosch Condens 6000 W 30/32,Junkers (grupo Bosch),calderas,1730,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La Caldera Bosch Condens 6000 W 30/32 es la elección ideal para quienes buscan eficiencia y confort, proporcionando un rendimiento excepcional en calefacción y agua caliente. Potencia eficiente: 30 kW para calefacción, 32 kW para ACS Rendimiento superior: Hasta 94% en calefacción Tecnología avanzada: Bosch Heatronic 4 con gestión climática",,,productos/caldera-bosch-condens-6000-w-30-32.jpg,217,false,false
domusa-clima-plus-h,Domusa Clima Plus H (copia),Domusa,calderas,,Consumo de agua caliente: 2 duchas | Dimension a climatizar: 150,,"La caldera Domusa Clima Plus H garantiza un hogar cálido y confortable, proporcionando calefacción eficiente y agua caliente sanitaria con un rendimiento excepcional. Potencia de calefacción: 26,5 kW para áreas de 150-180 m² Caudal de ACS: 12,3 litros por minuto con incremento de 30 &ordm;C Durabilidad: Cuerpo de combustión de acero anticorrosión",,,productos/domusa-clima-plus-h.jpg,218,false,false
bosch-climate-rac-2000-35-kw,"BOSCH Climate RAC 2000 3,5 kw",Junkers (grupo Bosch),aires,535,Recomendado para estancias: 25 | Eficiencia energetica: A++,,"El aire acondicionado BOSCH Climate RAC 2000 3,5 kW es ideal para climatizar espacios de hasta 25 m², ofreciendo un equilibrio perfecto entre eficiencia y confort. Este modelo destaca por su diseño moderno y su capacidad para cumplir con las normativas europeas más exigentes. Potencia Frigorífica: 3,5 kW Potencia Calorífica: 3,1 kW Clase Energética: A++",,,productos/bosch-climate-rac-2000-35-kw.jpg,219,false,false
bosch-climate-rac-2000-26-kw,"BOSCH Climate RAC 2000 2,6 kw",Junkers (grupo Bosch),aires,490,Recomendado para estancias: 20 | Eficiencia energetica: A++,,"BOSCH Climate RAC 2000 2,6 kW: Ideal para espacios de hasta 20 m², este aire acondicionado combina eficiencia energética y rendimiento superior, cumpliendo con las normativas europeas más exigentes. Potencia Frigorífica: 2,7 kW Potencia Calorífica: 2,8 kW Clase Energética: A++",,,productos/bosch-climate-rac-2000-26-kw.jpg,220,false,false
caldera-demirdokum-nitromix-condens-35-kw,Caldera DemirDöküm Nitromix Condens 35 kW,DemirDöküm,calderas,1100,Consumo de agua caliente: 2 duchas | Dimension a climatizar: 240,,"La Caldera DemirDöküm Nitromix Condens 35 kW garantiza un hogar cálido y eficiente, adaptándose a tus necesidades con su versatilidad en el uso de gas natural o propano. Potencia adaptable: 35 kW para ACS, 6,5-34,1 kW para calefacción Conversión sencilla: Compatible con gas natural y propano Compra conveniente: Precio con IVA incluido, recogida en tienda",,,productos/caldera-demirdokum-nitromix-condens-35-kw.jpg,221,false,false
caldera-demirdokum-nitromix-condens-28-kw,Caldera DemirDöküm Nitromix Condens 28 kW,DemirDöküm,calderas,1000,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La Caldera DemirDöküm Nitromix Condens 28 kW garantiza un hogar cálido y eficiente, combinando tecnología avanzada con un bajo consumo energético para un confort óptimo. Eficiencia superior: 109% de eficiencia de condensación Compatibilidad solar: Soporte para sistemas solares en ACS Operación silenciosa: Funcionamiento discreto y eficiente",,,productos/caldera-demirdokum-nitromix-condens-28-kw.jpg,222,false,false
caldera-demirdokum-nitromix-condens-24-kw,Caldera DemirDöküm Nitromix Condens 24 kW,DemirDöküm,calderas,850,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La Caldera DemirDöküm Nitromix Condens 24 kW garantiza un hogar cálido y eficiente, adaptándose a tus necesidades con su tecnología de condensación y versatilidad en el uso de gas. Potencia adaptable: 5,8-22,4 kW para calefacción, 24 kW para ACS Compatibilidad de gas: Natural y transformable a propano Recogida conveniente: Precio con IVA incluido, sin gastos de envío",,,productos/caldera-demirdokum-nitromix-condens-24-kw.jpg,223,false,false
aire-acondicionado-lg-conductos-um36f,Aire Acondicionado LG Conductos UM36F,LG,aires,1965,Eficiencia energetica: A++,,"El Aire Acondicionado LG Conductos UM36F es la elección ideal para quienes buscan una climatización eficiente y sostenible. Este sistema combina potencia y respeto por el medio ambiente, garantizando un confort óptimo en cualquier espacio. Frigorías: 8170 Capacidad Calorífica: 9288 Kcal/h Refrigerante: Gas R32",,,productos/aire-acondicionado-lg-conductos-um36f.jpg,224,false,false
aire-acondicionado-saunier-multisplit-4x1-sdhl1-113-w408-3x025035,Aire Acondicionado Saunier Multisplit 4X1 SDHL1-113 W408 (3X025+035),Saunier Duval,aires,2250,Recomendado para estancias: 20+20+20+30 | Eficiencia energetica: A++,,"El Aire Acondicionado Saunier Multisplit 4X1 SDHL1-113 W408 (3X025+035) es la solución ideal para climatizar tanto hogares como espacios comerciales, combinando eficiencia y confort. Capacidad de Enfriamiento: Unidad exterior de 6800 frigorías Unidades Interiores: 1 de 3000 y 3 de 2000 frigorías Eficiencia Energética: A++/A+ Tecnología: Inverter DC y refrigerante R32 Garantía: 2 años",,,productos/aire-acondicionado-saunier-multisplit-4x1-sdhl1-113-w408-3x025035.jpg,225,false,false
aire-acondicionado-mitsubishi-conductos-mgpez125vjapar40maa,Aire Acondicionado Mitsubishi Conductos MGPEZ125VJA+PAR40MAA,Mitsubishi,aires,3280,Recomendado para estancias: 125 | Eficiencia energetica: A++,,"Disfruta de un ambiente perfecto con el Aire Acondicionado Mitsubishi Conductos MGPEZ125VJA+PAR40MAA, diseñado para ofrecer el máximo confort y eficiencia energética en tu hogar o negocio. Incluye: Unidad exterior, unidad interior y mando PAR-40MAA Eficiencia Energética: A++/A+ Nivel Sonoro: Solo 33 dB",,,productos/aire-acondicionado-mitsubishi-conductos-mgpez125vjapar40maa.jpg,226,false,false
aire-acondicionado-mitsubishi-conductos-mgpez100vjapar40maa,Aire Acondicionado Mitsubishi Conductos MGPEZ100VJA+PAR40MAA,Mitsubishi,aires,2565,Recomendado para estancias: 125 | Eficiencia energetica: A++,,El Aire Acondicionado Mitsubishi Conductos MGPEZ100VJA+PAR40MAA es la solución ideal para climatizar grandes espacios de hasta 125 m² con eficiencia y confort. Su diseño avanzado garantiza un ambiente agradable durante todo el año. Eficiencia Energética: A+/A+ Capacidad de Refrigeración: 8.170 Kcal Refrigerante Ecológico: R32,,,productos/aire-acondicionado-mitsubishi-conductos-mgpez100vjapar40maa.jpg,227,false,false
aire-acondicionado-por-conductos-mitsubishi-mgpez71vjapar40maa,Aire Acondicionado por Conductos Mitsubishi MGPEZ71VJA+PAR40MAA,Mitsubishi,aires,1800,Recomendado para estancias: 70 | Eficiencia energetica: A++,,"Optimiza tu confort con el Aire Acondicionado por Conductos Mitsubishi MGPEZ71VJA+PAR40MAA, diseñado para ofrecer un rendimiento superior y eficiencia energética en tu hogar. Disfruta de un ambiente silencioso y fresco con tecnología avanzada. Eficiencia Energética: A+/A Ahorro Energético: 30% Refrigerante: R32",,,productos/aire-acondicionado-por-conductos-mitsubishi-mgpez71vjapar40maa.jpg,228,false,false
aire-acondicionado-mitsubishi-multisplit-3x1-mxa-3ha50vfmsz-hr25vf2hr35vf1,Aire Acondicionado Mitsubishi Multisplit 3X1 MXA-3HA50VF+MSZ-HR25VF(2)+HR35VF(1),Mitsubishi,aires,2150,Eficiencia energetica: A++,,"Disfruta de un ambiente perfecto con el Aire Acondicionado Mitsubishi Multisplit 3X1 MXA-3HA50VF+MSZ-HR25VF(2)+HR35VF(1), diseñado para ofrecerte el máximo confort y eficiencia energética. Ideal para hogares que buscan calidad y rendimiento superior. Unidades: 1 exterior + 3 interiores combinables Eficiencia Energética: A++/A+ Refrigerante: R32, respetuoso con el medio ambiente",,,productos/aire-acondicionado-mitsubishi-multisplit-3x1-mxa-3ha50vfmsz-hr25vf2hr35vf1.jpg,229,false,false
aire-acondicionado-mitsubishi-multisplit-3x1-mxz-3ha50vfmsz-hr25vf-3,Aire Acondicionado Mitsubishi Multisplit 3X1 MXZ-3HA50VF+MSZ-HR25VF (3),Mitsubishi,aires,2130,Recomendado para estancias: 20+20+20 | Eficiencia energetica: A++,,"Optimiza el confort de tu hogar con el Aire Acondicionado Mitsubishi Multisplit 3X1 MXZ-3HA50VF+MSZ-HR25VF (3), diseñado para climatizar múltiples estancias con una sola unidad exterior, garantizando eficiencia y silencio. Clase Energética: A++ Garantía: 2 años Unidades Interiores: 3 MSZ-HR25VF",,,productos/aire-acondicionado-mitsubishi-multisplit-3x1-mxz-3ha50vfmsz-hr25vf-3.jpg,230,false,false
aire-acondicionado-mitsubishi-multisplit-2x1-mxz-2ha50vfmsz-hr25vfmsz-hr35vf,Aire Acondicionado Mitsubishi Multisplit 2X1 MXZ-2HA50VF+MSZ-HR25VF+MSZ-HR35VF,Mitsubishi,aires,1680,Recomendado para estancias: 20+30 | Eficiencia energetica: A++,,"Optimiza el confort de tu hogar con el Aire Acondicionado Mitsubishi Multisplit 2X1 MXZ-2HA50VF+MSZ-HR25VF+MSZ-HR35VF, diseñado para climatizar múltiples estancias con una sola unidad exterior, garantizando eficiencia y sostenibilidad. Incluye: 1 unidad exterior + 2 unidades interiores (MSZ-HR25VF y MSZ-HR35VF) Eficiencia Energética: A++ Garantía: 2 años",,,productos/aire-acondicionado-mitsubishi-multisplit-2x1-mxz-2ha50vfmsz-hr25vfmsz-hr35vf.jpg,231,false,false
aire-acondicionado-mitsubishi-multisplit-2x1-mxz-2ha40vfmsz-hr25vfmsz-hr25vf,Aire Acondicionado Mitsubishi Multisplit 2X1 MXZ-2HA40VF+MSZ-HR25VF+MSZ-HR25VF,Mitsubishi,aires,1550,Eficiencia energetica: A++,,"Climatiza tu hogar con eficiencia y confort gracias al Aire Acondicionado Mitsubishi Multisplit 2X1 MXZ-2HA40VF+MSZ-HR25VF+MSZ-HR25VF. Este sistema avanzado permite controlar la temperatura de múltiples estancias con una sola unidad exterior, garantizando un ambiente agradable y silencioso. Capacidad de expansión: Hasta 8 unidades interiores Eficiencia energética: A++ Garantía: 2 años",,,productos/aire-acondicionado-mitsubishi-multisplit-2x1-mxz-2ha40vfmsz-hr25vfmsz-hr25vf.jpg,232,false,false
